来源,食谱,原料,原料类别,类型,营养状态,营养状态名,当前制备方法,问题数,最高严重度,问题类型,说明,建议修法
正式食谱,猪里脊青花鱼藜麦小米,鸡肝,禽肉类及制品,FOOD,(无档案),,去油、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,生蚝,水产类,FOOD,(无档案),,去壳、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,生蚝,水产类,FOOD,(无档案),,去壳、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,鸡蛋,蛋类及制品,FOOD,(无档案),,去壳、全蛋、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,鸡蛋,蛋类及制品,FOOD,(无档案),,去壳、全蛋、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,藜麦,谷类及制品,FOOD,(无档案),,生重、打粉、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,猪里脊青花鱼藜麦小米,藜麦,谷类及制品,FOOD,(无档案),,生重、打粉、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,猪里脊青花鱼藜麦小米,小米,谷类及制品,FOOD,(无档案),,煮熟后称重、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,猪里脊青花鱼藜麦小米,小米,谷类及制品,FOOD,(无档案),,煮熟后称重、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,猪里脊青花鱼藜麦小米,胡萝卜,蔬菜类及制品,FOOD,(无档案),,生重、打碎、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,猪里脊青花鱼藜麦小米,胡萝卜,蔬菜类及制品,FOOD,(无档案),,生重、打碎、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,猪里脊青花鱼藜麦小米,菠菜,蔬菜类及制品,FOOD,(无档案),,焯水、沥干后称重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,菠菜,蔬菜类及制品,FOOD,(无档案),,焯水、沥干后称重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,四季豆,蔬菜类及制品,FOOD,(无档案),,煮熟后沥水称重、打碎后充分搅拌,2,高,E1 无营养档案 + B5 非标准词,该原料没有营养档案：生熟状态为空、无法按档案核算营养；自由文本：煮熟后沥水称重 / 打碎后充分搅拌,补营养档案映射；归入受控词表或补进字典
正式食谱,猪里脊青花鱼藜麦小米,四季豆,蔬菜类及制品,FOOD,(无档案),,煮熟后沥水称重、打碎后充分搅拌,2,高,E1 无营养档案 + B5 非标准词,该原料没有营养档案：生熟状态为空、无法按档案核算营养；自由文本：煮熟后沥水称重 / 打碎后充分搅拌,补营养档案映射；归入受控词表或补进字典
正式食谱,猪里脊青花鱼藜麦小米,亚麻籽,坚果种子类,FOOD,(无档案),,打粉后充分搅拌,2,高,E1 无营养档案 + B5 非标准词,该原料没有营养档案：生熟状态为空、无法按档案核算营养；自由文本：打粉后充分搅拌,补营养档案映射；归入受控词表或补进字典
正式食谱,猪里脊青花鱼藜麦小米,亚麻籽,坚果种子类,FOOD,(无档案),,打粉后充分搅拌,2,高,E1 无营养档案 + B5 非标准词,该原料没有营养档案：生熟状态为空、无法按档案核算营养；自由文本：打粉后充分搅拌,补营养档案映射；归入受控词表或补进字典
正式食谱,猪里脊青花鱼藜麦小米,小麦胚芽油,油脂类,FOOD,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,小麦胚芽油,油脂类,FOOD,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,食用盐,调味品类,FOOD,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,食用盐,调味品类,FOOD,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,碳酸钙粉,乳类及制品,SUPPLEMENT,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,碳酸钙粉,乳类及制品,SUPPLEMENT,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,海藻粉,乳类及制品,SUPPLEMENT,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,猪里脊青花鱼藜麦小米,海藻粉,乳类及制品,SUPPLEMENT,(无档案),,充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,百万 的鲜食食谱 07/28,鸡胸,禽肉类及制品,FOOD,COOKED,熟,去皮、去骨、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,百万 的鲜食食谱 07/28,猪心,畜肉类及制品,FOOD,COOKED,熟,生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,百万 的鲜食食谱 07/28,猪肾,畜肉类及制品,FOOD,COOKED,熟,(空),2,高,B3 文案为空 + A3 熟档案未写口径,没有任何制备/称重说明；没写按生重还是熟重称量,按原料+档案状态补全标准文案；补「熟重」
正式食谱,百万 的鲜食食谱 07/28,鸡肝,禽肉类及制品,FOOD,COOKED,熟,去油、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,百万 的鲜食食谱 07/28,青花鱼,水产类,FOOD,COOKED,熟,去骨、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,百万 的鲜食食谱 07/28,青口贝,水产类,FOOD,COOKED,熟,去壳、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,百万 的鲜食食谱 07/28,小米,谷类及制品,FOOD,COOKED,熟,生重、充分搅拌,2,高,A1 熟档案却写生重 + A4 同原料口径不一致,营养数据是熟食口径，却让按生重称量；该原料在不同食谱里既写过生重又写过熟重,文案改「熟重」或「煮熟后称重」；统一口径
正式食谱,百万 的鲜食食谱 07/28,胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,生重、打碎、充分搅拌,2,高,A1 熟档案却写生重 + A4 同原料口径不一致,营养数据是熟食口径，却让按生重称量；该原料在不同食谱里既写过生重又写过熟重,文案改「熟重」或「煮熟后称重」；统一口径
正式食谱,百万 的鲜食食谱 07/28,鲜香菇,菌藻类,FOOD,COOKED,熟,生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,百万 的鲜食食谱 07/28,沙丁鱼,水产类,FOOD,RAW,生,(空),1,高,B3 文案为空,没有任何制备/称重说明,按原料+档案状态补全标准文案
正式食谱,秋菊 的鲜食食谱 06/28,兔里脊,畜肉类及制品,FOOD,COOKED,熟,去油、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,秋菊 的鲜食食谱 06/28,牛心,畜肉类及制品,FOOD,COOKED,熟,去油、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,秋菊 的鲜食食谱 06/28,青花鱼,水产类,FOOD,COOKED,熟,去骨、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,秋菊 的鲜食食谱 06/28,青口贝,水产类,FOOD,COOKED,熟,去壳、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,秋菊 的鲜食食谱 06/28,生蚝,水产类,FOOD,COOKED,熟,去壳、生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,秋菊 的鲜食食谱 08/02,鸭胗,禽肉类及制品,FOOD,RAW,生,(空),1,高,B3 文案为空,没有任何制备/称重说明,按原料+档案状态补全标准文案
正式食谱,秋菊 的鲜食食谱 08/02,猪肾,畜肉类及制品,FOOD,RAW,生,(空),1,高,B3 文案为空,没有任何制备/称重说明,按原料+档案状态补全标准文案
正式食谱,秋菊 的鲜食食谱 08/02,小米,谷类及制品,FOOD,RAW,生,煮熟后称重、充分搅拌,2,高,A2 生档案却写熟重 + A4 同原料口径不一致,营养数据是生食口径，却让按熟重称量；该原料在不同食谱里既写过生重又写过熟重,先定规则：改文案或改档案；统一口径
正式食谱,秋菊 的鲜食食谱 08/02,藜麦,谷类及制品,FOOD,COOKED,熟,生重、打粉、充分搅拌,2,高,A1 熟档案却写生重 + A4 同原料口径不一致,营养数据是熟食口径，却让按生重称量；该原料在不同食谱里既写过生重又写过熟重,文案改「熟重」或「煮熟后称重」；统一口径
正式食谱,秋葵藜麦米牛肉鸡胸,秋葵,蔬菜类及制品,FOOD,COOKED,熟,生重、打碎、充分搅拌,2,高,A1 熟档案却写生重 + A4 同原料口径不一致,营养数据是熟食口径，却让按生重称量；该原料在不同食谱里既写过生重又写过熟重,文案改「熟重」或「煮熟后称重」；统一口径
正式食谱,糙米三文鱼猪里脊(烟花),娃娃菜,蔬菜类及制品,FOOD,COOKED,熟,生重、打碎、充分搅拌,1,高,A1 熟档案却写生重,营养数据是熟食口径，却让按生重称量,文案改「熟重」或「煮熟后称重」
正式食谱,糙米三文鱼鸭肉,鸭胸,禽肉类及制品,FOOD,(无档案),,去皮、去油、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,糙米三文鱼鸭肉,鸭肝,禽肉类及制品,FOOD,(无档案),,去油、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,糙米三文鱼鸭肉,三文鱼,水产类,FOOD,(无档案),,去皮、去骨、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,糙米三文鱼鸭肉,鸡蛋,蛋类及制品,FOOD,(无档案),,去壳、全蛋、生重、打碎、充分搅拌,1,高,E1 无营养档案,该原料没有营养档案：生熟状态为空、无法按档案核算营养,补营养档案映射
正式食谱,糙米三文鱼鸭肉,糙米,谷类及制品,FOOD,(无档案),,煮熟后称重、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,糙米三文鱼鸭肉,红薯,薯类及制品,FOOD,(无档案),,去皮、煮熟后称重、打碎、充分搅拌,2,高,E1 无营养档案 + A4 同原料口径不一致,该原料没有营养档案：生熟状态为空、无法按档案核算营养；该原料在不同食谱里既写过生重又写过熟重,补营养档案映射；统一口径
正式食谱,糙米三文鱼鸭肉,豌豆,谷类及制品,FOOD,(无档案),,煮熟、打碎、充分搅拌,2,高,E1 无营养档案 + B5 非标准词,该原料没有营养档案：生熟状态为空、无法按档案核算营养；自由文本：煮熟,补营养档案映射；归入受控词表或补进字典
